ID_a,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_4,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
22205,22206,180000,2,2,2,25,0,0,0,175063,5000,5015,4000,3000,3000,3000,0
16996,16997,50000,2,2,2,22,0,0,-1,8585,0,880,0,150,528,25775,0
4024,4025,120000,2,2,1,24,1,-2,-2,0,0,0,0,4629,1000,1915,0
22469,22470,70000,2,3,1,48,1,2,0,9518,0,1500,1200,1000,1000,500,1
17286,17287,200000,2,3,1,41,0,0,0,184133,6710,7125,7333,6325,6522,6569,0
24523,24524,360000,1,3,1,35,1,-1,-1,0,4359,328,3721,3150,150,999,0
10249,10250,220000,1,1,1,32,-2,-2,-2,8757,9,23000,0,0,3000,0,0
17318,17319,120000,2,2,2,25,2,3,3,94635,5400,5400,5500,4600,4600,5200,0
19598,19599,50000,2,1,1,40,-2,-2,-2,0,1470,0,0,591,426,595,0
1748,1749,120000,2,2,2,24,-1,-1,-1,100,0,0,618,9614,39133,1500,0
11624,11625,360000,2,1,2,29,0,0,0,92693,20595,20200,10063,1897,30278,83275,0
28112,28113,480000,2,2,2,38,-2,-2,0,5619,7600,123988,60000,100000,24250,12735,0
10138,10139,140000,2,2,2,34,0,0,2,27098,3485,300,2038,0,1100,2570,1
6685,6686,280000,2,2,2,29,0,0,0,140888,5040,3000,2000,2000,2000,3000,0
13312,13313,50000,1,3,2,34,-2,-2,-2,17095,1448,1500,419,455,115,19627,0
584,585,50000,1,2,2,42,0,0,0,50300,2200,1600,1700,1700,0,0,0
12959,12960,150000,2,3,1,25,0,0,0,29823,1630,7000,5000,3000,257,40825,0
6225,6226,150000,2,1,2,29,0,0,0,147331,6740,6850,5664,5660,5480,5310,0
22676,22677,360000,2,2,2,32,-2,-2,-2,171,1058,3494,6339,2131,535,82000,0
5011,5012,280000,2,1,1,49,-2,-2,-2,4378,2,322,0,0,88360,10045,1
14929,14930,170000,1,2,2,29,1,-2,-2,0,0,0,0,0,0,0,0
15421,15422,220000,2,2,1,53,2,0,0,220389,8490,8100,8000,7804,8254,6640,1
2315,2316,150000,2,3,1,43,0,0,0,17541,2000,2000,2000,0,0,0,0
23356,23357,100000,2,3,1,29,1,-2,-1,0,0,0,4838,9448,4183,1485,0
6170,6171,20000,2,2,1,27,0,0,0,19961,1500,2579,1437,1314,1616,800,0
7877,7878,500000,2,1,1,36,0,0,0,251931,101458,10009,20071,20000,35565,18000,0
13826,13827,240000,2,1,2,30,-1,-1,0,325,18428,15000,0,0,300,350,0
15825,15826,20000,2,2,2,26,0,0,0,16932,1596,1456,1005,160,98,0,0
18106,18107,300000,1,2,1,41,0,0,0,163033,5505,5000,3000,95000,4000,3500,0
4013,4014,20000,2,2,2,22,4,3,2,19529,0,0,1500,0,1700,0,1
25010,25011,50000,1,1,2,34,0,0,0,33499,3800,0,1500,300,0,150,0
8887,8888,220000,2,1,1,43,0,0,-1,6873,2230,0,2080,2080,2080,4160,0
24670,24671,360000,1,2,1,36,0,0,-1,33051,1000,2544,261000,9000,10000,10000,0
6466,6467,210000,2,2,1,49,1,-2,-2,0,0,0,0,0,0,0,0
7093,7094,320000,2,1,2,32,2,0,0,313383,12937,13036,10072,9600,11056,9964,0
1020,1021,70000,1,1,3,57,0,0,0,69398,2667,2321,2391,2316,2466,1451,0
10826,10827,120000,2,1,2,34,1,-2,-2,0,0,0,0,0,0,0,0
1533,1534,230000,2,1,2,29,0,0,0,63184,3100,3000,2300,2300,2500,2300,0
483,484,90000,1,3,1,48,1,2,2,77604,1700,4000,1600,1600,1500,4086,0
21237,21238,120000,1,2,2,35,0,0,0,90972,4000,4000,5000,5000,5000,3400,0
707,708,30000,2,3,1,46,1,2,2,12289,0,1970,0,1000,1500,0,0
2712,2713,60000,2,1,1,39,0,0,0,56045,5000,2000,1000,3000,8000,0,0
4337,4338,140000,2,2,3,30,0,0,0,107060,4598,4333,3381,3637,3645,3440,0
10879,10880,300000,1,2,2,33,0,0,0,283552,10000,7009,6000,6100,245000,7600,0
19395,19396,140000,2,1,2,32,0,-1,0,10281,32172,1476,2140,1000,0,0,0
10378,10379,90000,2,2,1,49,-2,-2,-2,316,714,1443,13982,4105,1765,2000,0
10841,10842,40000,2,2,1,36,1,2,0,38430,0,1575,2000,1500,2000,3000,1
23901,23902,170000,1,1,2,25,0,0,0,112367,5451,4456,2992,3000,3200,3200,0
27467,27468,550000,1,3,1,50,2,2,0,491810,51500,0,19067,35696,0,18169,1
28226,28227,290000,2,3,1,46,-1,-1,-1,30365,32575,36982,37063,11566,32057,1501,0
10445,10446,230000,2,2,1,30,0,0,0,218495,8270,8366,6012,9474,6962,24338,0
577,578,80000,1,1,2,31,-1,-1,-1,5994,13647,8314,4082,0,4085,0,0
15725,15726,30000,2,2,2,21,0,0,0,28409,2000,2000,2000,1765,331,0,0
14729,14730,200000,1,2,1,40,0,0,0,93700,4512,2010,1000,1000,1000,0,0
6667,6668,50000,1,2,2,39,1,2,2,39966,0,3000,0,3007,7,3119,0
4914,4915,50000,1,2,1,42,2,0,0,12664,2000,2000,17000,1000,1000,2955,0
27336,27337,30000,1,2,2,37,2,2,0,25811,3700,0,1800,3925,0,0,1
3947,3948,170000,1,3,1,44,1,-2,-2,0,0,0,0,0,0,0,0
19084,19085,300000,2,3,2,34,-1,-1,0,2344,8000,0,20000,5000,33920,0,0
12348,12349,140000,2,3,1,46,0,0,0,132586,4800,4500,4600,4800,4800,4500,0
4269,4270,30000,1,2,1,39,0,0,0,29493,2006,1500,3000,3000,9000,2000,1
10366,10367,230000,2,1,2,32,1,-1,-2,0,351,0,0,0,0,432,0
21696,21697,400000,2,2,2,24,0,0,0,35660,2000,1673,1401,990,964,975,0
18486,18487,150000,2,3,1,26,0,0,0,92802,7500,10000,2000,0,0,0,0
7661,7662,50000,1,2,2,45,0,0,0,48406,2286,1302,678,695,1000,687,1
1624,1625,180000,1,1,2,37,0,0,0,22121,10000,1700,2000,2500,1600,2000,0
9541,9542,160000,2,2,2,25,-1,-1,0,227,861,354,1,48,906,0,0
24776,24777,210000,1,1,1,44,0,0,0,126113,5002,5030,10008,10017,10000,10000,0
9975,9976,110000,2,2,1,41,0,0,0,100143,4000,4000,3530,4000,4000,5000,0
3540,3541,100000,2,2,1,40,1,2,-1,4535,0,0,10644,0,150,780,1
23125,23126,110000,2,2,1,46,0,-1,-1,2359,2410,2151,2161,1719,107591,5000,1
29179,29180,500000,2,2,1,73,-2,-2,-2,0,2826,2652,2835,8896,3850,711,1
1576,1577,160000,2,1,2,46,-2,-2,-2,6241,8805,0,0,0,0,0,0
16852,16853,390000,1,2,2,33,0,0,0,30209,1804,2561,8122,11000,20015,1002,0
21056,21057,100000,1,1,2,34,0,0,2,18185,7100,0,3000,0,2000,0,1
21068,21069,350000,1,1,1,37,-2,-2,-2,916,1133,607,4545,620,1911,4690,0
11307,11308,260000,1,2,1,38,-1,-1,-1,17949,5722,28811,1313,2667,1447,2588,0
12854,12855,500000,2,2,1,28,-2,-2,-1,67763,2244,4625,24448,2028,2009,1710,0
6232,6233,60000,2,2,2,29,2,2,0,41387,1685,0,1655,1707,1718,1775,0
28711,28712,80000,2,1,2,44,0,0,2,41630,8000,0,10000,0,3000,2500,1
26749,26750,60000,1,2,2,27,2,0,2,58598,2632,5924,0,2200,2200,2290,1
24261,24262,200000,1,2,1,30,0,0,0,143266,6000,6000,5000,6000,3000,1611,1
10036,10037,340000,2,3,1,37,-1,-1,-1,16275,20047,9126,9481,12657,7306,9928,0
14518,14519,20000,1,3,1,42,2,2,-2,13053,16,0,0,0,0,0,1
2112,2113,50000,2,2,1,43,0,0,0,35268,1600,1400,1500,1200,1500,1200,0
7356,7357,310000,2,1,1,66,0,0,0,259874,8874,7984,8029,8324,8435,8552,1
13459,13460,380000,2,3,2,39,0,0,0,55241,10000,60218,10076,15012,20667,15000,0
24587,24588,350000,1,2,2,34,0,0,0,38021,3000,3000,3000,1500,52000,3000,0
22352,22353,350000,2,1,2,32,0,0,0,260076,9501,10766,29060,55,10104,9324,0
17703,17704,360000,2,1,1,37,-1,-1,-1,5625,368,1734,398,200000,0,150000,0
3479,3480,490000,2,2,2,27,0,0,0,222705,5011,5217,5000,5340,94762,5026,0
29929,29930,170000,1,3,1,46,-1,-1,-1,1804,1804,1804,1804,3608,0,1804,1
7458,7459,80000,2,2,1,37,1,2,-1,2626,0,3237,2760,914,0,0,0
19771,19772,230000,2,5,2,40,-2,-2,-1,0,0,150,1528,1500,1500,4000,0
3615,3616,390000,1,3,1,39,0,0,0,475934,59324,6093,5411,6025,5000,3617,0
2003,2004,50000,2,2,2,33,2,0,0,27752,1487,1500,1081,1121,2500,0,1
15263,15264,80000,2,3,1,41,0,0,0,76095,3500,2600,2000,2000,2303,2300,0
10269,10270,50000,2,3,1,36,0,0,0,49212,5450,0,45554,2100,1900,2000,0
11868,11869,70000,2,2,1,37,1,2,0,7204,0,5954,0,4514,0,0,0
14532,14533,180000,2,2,1,43,-1,-1,-1,7823,9549,1968,1800,8198,0,844,0
19484,19485,100000,2,2,1,46,1,2,0,97515,4000,0,5000,2000,1116,1500,0
11848,11849,60000,2,6,1,39,-1,-1,-1,183,1419,3541,2248,0,449,0,0
11790,11791,50000,2,3,1,41,0,0,0,48403,2550,2227,339,500,600,500,0
16751,16752,30000,1,2,2,35,1,3,2,25601,2000,0,0,1000,2000,1000,0
16801,16802,20000,1,2,2,35,1,2,2,15668,0,3108,1700,0,3500,0,1
24559,24560,260000,1,2,1,42,0,0,0,225844,10030,10000,65500,10000,8000,10000,0
21213,21214,360000,1,3,2,33,-2,-2,-2,0,0,0,0,0,0,0,0
5562,5563,80000,1,1,2,29,0,-1,-1,6228,589,390,390,390,383,2390,0
4874,4875,210000,2,2,3,52,-1,-1,-1,815,815,815,910,58000,1500,2000,0
11933,11934,50000,2,1,1,43,0,0,0,49390,2449,1778,2382,0,1251,1051,0
31,32,50000,1,2,2,33,2,0,0,30518,1718,1500,1000,1000,1000,716,1
697,698,90000,2,2,2,34,-1,2,-2,8792,0,0,0,0,0,0,0
6045,6046,200000,2,2,1,27,1,3,2,183994,5200,7000,0,13300,0,6200,1
631,632,50000,2,2,2,23,0,0,0,26795,2000,2000,2000,4000,0,2000,0
10408,10409,180000,1,2,1,39,2,2,0,180645,8000,0,7000,7000,6150,6700,1
8287,8288,70000,1,2,2,36,1,-1,0,0,690,25566,1066,1091,1100,1312,0
19518,19519,100000,2,2,1,29,-1,-1,-2,500,0,0,0,0,0,0,0
4767,4768,500000,1,1,1,50,1,2,2,74850,3400,3000,3000,3100,3110,0,1
18751,18752,240000,2,2,2,26,0,0,0,210437,9016,10000,9000,6600,7100,7500,0
25798,25799,260000,2,1,1,32,-2,-2,-2,0,0,0,0,0,1150,0,1
25149,25150,360000,2,2,2,25,-1,-1,-1,20952,12590,3479,3446,8870,2020,27043,0
20909,20910,90000,1,1,1,37,0,0,0,51438,1950,2000,1800,1150,1200,1150,0
994,995,290000,2,1,2,29,1,-2,-2,0,0,0,0,0,0,0,1
12238,12239,20000,2,2,2,22,-1,0,-1,11999,1062,1000,10488,0,0,0,1
4600,4601,30000,1,1,2,26,0,0,-1,27172,1000,780,0,30525,0,0,0
21543,21544,130000,2,1,2,24,0,0,2,3621,1130,2227,200,0,18300,0,0
3817,3818,50000,1,2,1,48,0,0,0,42156,4022,1347,1013,1000,700,1000,0
22284,22285,180000,2,1,2,30,-1,-1,-1,360,120,600,360,450,0,0,0
17631,17632,420000,2,1,2,30,0,0,0,46209,1543,2005,5000,2000,1000,240,0
20743,20744,220000,1,1,1,39,0,0,0,96473,10000,4000,5063,2000,1605,1697,0
19133,19134,50000,2,2,1,34,2,2,0,46843,4310,0,2033,1119,985,2000,0
7658,7659,80000,2,2,2,31,1,2,0,54207,0,2000,7100,2400,0,4600,0
24952,24953,30000,1,2,2,30,0,-1,0,30210,28000,1600,1500,1000,1000,1000,1
8018,8019,90000,2,2,2,25,0,0,0,81694,3609,5000,4000,3315,7539,5000,0
7290,7291,80000,2,2,2,33,0,0,0,69937,3032,5000,2000,2000,2000,2000,0
21170,21171,170000,1,1,2,42,0,0,0,166708,4000,4000,5000,7500,4000,5000,0
1348,1349,300000,2,1,2,34,-1,-1,-1,19357,5032,3744,8059,3425,11860,7595,0
3264,3265,20000,1,2,1,62,2,0,0,17870,1462,1367,682,627,0,0,1
29831,29832,120000,1,2,2,30,0,0,0,98440,4000,5200,5500,5000,5000,5000,0
14906,14907,20000,1,2,2,24,0,0,0,14558,3200,0,600,1840,800,626,0
6161,6162,230000,1,1,2,28,-2,-1,-1,23855,18309,1741,33188,20000,19000,19319,0
29901,29902,50000,1,2,2,29,1,2,0,50845,0,6556,3250,1563,1208,781,0
3388,3389,20000,1,2,2,22,0,0,0,18462,1510,3875,759,10000,19126,1946,0
3310,3311,110000,2,1,1,31,2,2,0,107507,7960,0,3000,3000,3100,3000,1
26932,26933,130000,1,2,1,44,0,0,-1,139892,6179,1969,131000,0,0,1700,1
26925,26926,130000,1,2,3,34,2,2,0,126749,11243,0,5600,5150,5100,4512,1
20793,20794,20000,1,2,2,34,-1,-1,2,390,390,780,0,0,0,0,0
24172,24173,20000,1,3,2,28,1,2,2,18534,0,2860,0,549,441,502,0
10843,10844,50000,2,2,1,46,0,0,0,48095,1500,1387,1000,980,1026,843,0
6883,6884,200000,1,2,2,36,-1,-1,-1,2989,0,0,2989,9059,52546,10380,0
26495,26496,210000,2,1,1,52,-1,-1,-2,262,738,0,0,1858,45,3667,0
16203,16204,140000,2,3,1,37,-1,0,0,4637,1141,1450,1000,390,390,390,0
12893,12894,320000,2,2,1,39,0,0,0,147440,5009,6125,4001,4013,5000,4015,0
5709,5710,90000,1,3,1,62,0,0,0,86200,2500,1000,1000,500,0,31000,0
24864,24865,130000,1,2,1,34,0,0,0,129998,6543,6700,6050,4040,3700,3562,0
28568,28569,180000,2,3,1,40,0,0,-2,20909,4262,2083,792,1645,0,811,0
15767,15768,10000,2,2,2,23,0,0,0,5403,1300,1272,1282,800,500,0,0
22527,22528,120000,2,3,2,47,-1,0,-1,7301,2327,1083,500,350,700,500,0
26358,26359,80000,2,3,1,32,2,0,0,26856,1700,1400,2400,0,1000,1500,0
28422,28423,80000,2,1,2,32,0,0,0,40478,5225,5091,3528,0,0,6740,0
12706,12707,390000,1,1,1,38,-1,-1,0,9610,6090,18119,304,416,7547,897,0
22252,22253,420000,2,2,2,27,-2,-2,-2,15000,15000,15000,15000,15000,15000,14996,0
2498,2499,50000,1,3,1,36,0,0,0,74969,2846,2671,2396,2177,2146,2055,1
12761,12762,50000,1,2,2,35,0,0,0,50000,1150,1200,310,400,340,301,1
20684,20685,50000,1,2,2,29,2,2,2,35488,2000,1800,1600,0,2000,1600,1
5502,5503,180000,1,2,2,34,0,0,0,22387,1500,1500,1000,1000,3490,1000,0
23753,23754,150000,2,3,1,65,-2,-2,-2,0,0,500,0,0,0,0,0
5995,5996,140000,1,1,2,30,0,-1,-1,22778,6500,2515,0,8000,0,1000,0
6228,6229,240000,1,1,1,60,2,0,0,184427,7001,6180,6000,5951,5285,192557,1
26332,26333,50000,2,1,2,26,0,0,0,4041,1200,2500,3000,1000,900,48578,0
17135,17136,50000,2,1,2,28,0,0,-2,31392,0,0,0,144,150,0,0
15258,15259,130000,2,1,2,29,1,-2,-2,0,0,0,0,0,0,1313,0
1199,1200,360000,1,1,1,36,-2,-1,-1,0,394,11253,0,0,0,0,0
27458,27459,100000,1,3,1,50,2,3,2,66204,0,4000,7000,0,3000,3000,0
14507,14508,180000,1,2,2,27,0,0,0,51826,1500,2000,100000,4500,5041,2000,0
1692,1693,150000,2,1,2,27,-2,-2,-2,0,610,610,0,610,0,0,0
20667,20668,180000,1,1,2,28,0,0,0,26730,1800,1500,2000,1400,1100,1400,0
1709,1710,200000,2,1,1,40,-2,-2,-2,2552,8084,32105,7186,1905,3244,9768,0
14225,14226,50000,1,3,2,29,2,2,3,1050,0,0,0,0,0,0,1
10671,10672,80000,2,2,2,29,-2,-2,-2,0,0,0,0,0,0,0,0
29523,29524,50000,1,2,1,36,3,2,7,2400,0,0,0,0,0,0,1
4169,4170,60000,1,2,3,46,0,0,2,24677,3000,2000,0,2289,0,1500,1
23537,23538,60000,2,2,1,47,0,0,0,9253,50000,3000,2700,3000,3000,3000,0
27280,27281,180000,1,2,1,37,0,0,0,102937,5000,4100,4010,4000,4000,4000,0
22749,22750,210000,2,3,1,41,-2,-2,-2,16486,15728,18213,10784,41477,6879,9498,0
27418,27419,50000,1,3,2,37,-1,0,0,20248,45535,3500,1424,2000,1300,754,0
18036,18037,160000,1,3,2,31,0,0,0,108963,4500,5000,5000,4100,4192,6000,0
18534,18535,170000,2,1,2,25,0,0,-1,8046,1085,1000,32517,1023,10000,5000,0
6621,6622,50000,2,2,1,41,2,2,0,36329,3406,0,640,660,296,60,1
15778,15779,20000,2,2,2,24,2,3,2,12764,0,1500,0,1259,0,1200,1
1608,1609,390000,2,2,2,42,-1,-1,0,5895,42016,1397,347,250,145,94,0
19074,19075,260000,2,1,1,37,0,0,0,174971,10000,8000,5028,5000,5000,10000,0
15546,15547,280000,1,1,1,47,-1,-1,-1,3587,3200,3203,1992,3608,3600,3602,0
27743,27744,10000,2,1,2,24,0,0,0,6632,2000,2000,2000,1000,1000,1000,0
26112,26113,720000,2,2,2,38,1,-2,-2,5065,2184,1744,7323,711,970,491,0
3015,3016,350000,1,1,1,38,-2,-2,0,16459,941,44743,0,884,9924,10824,1
27498,27499,500000,1,3,1,55,2,0,0,613860,37300,11000,4500,4000,4000,100000,1
2988,2989,130000,1,2,1,40,0,0,0,20733,7261,12272,10265,11546,12411,10000,0
22880,22881,30000,2,3,1,39,1,2,2,25574,0,3128,0,2419,0,700,0
4590,4591,200000,1,1,1,45,1,-1,-2,0,479,0,0,0,0,0,1
19452,19453,270000,2,1,2,32,2,2,0,9220,5000,0,2000,2000,1000,1000,1
26500,26501,30000,2,3,1,54,2,2,2,24180,0,3600,0,1200,2400,0,1
26196,26197,310000,2,2,1,33,0,0,0,86513,4000,3505,3500,2000,2200,3000,0
114,115,50000,1,2,2,41,0,0,0,19015,1340,1305,700,718,724,684,0
26959,26960,350000,1,1,1,34,0,0,0,120198,5900,3300,4089,3000,2400,2551,0
20974,20975,60000,1,3,1,41,0,0,0,58563,2826,2269,2277,2002,2081,2395,0
2480,2481,20000,1,2,2,23,1,2,0,19403,0,1298,1000,692,766,998,1
16262,16263,100000,2,5,2,33,0,0,0,42622,5000,5000,2000,2100,2000,5001,0
16656,16657,360000,1,1,2,34,1,-2,-1,0,0,0,733,0,1307,0,0
23673,23674,500000,2,1,1,49,-2,-1,-1,1088,4031,10021,14576,53850,58332,37616,0
28445,28446,100000,2,2,1,47,0,0,0,24735,3555,3000,2028,3354,2328,7300,0
22290,22291,20000,2,2,1,32,2,0,0,15073,1600,1300,2300,0,1500,0,1
686,687,20000,2,3,1,41,-1,-1,0,780,0,732,300,1000,500,1000,1
2997,2998,80000,2,2,2,37,-1,2,0,1118,0,10512,9529,8167,5000,6220,0
28791,28792,180000,2,3,1,44,1,-2,-2,0,0,0,0,0,0,0,0
19684,19685,420000,2,3,2,35,0,0,0,65958,3500,3002,2200,1700,1800,1700,0
13609,13610,210000,2,2,1,34,0,0,0,128553,3762,3808,4177,2594,2442,2319,0
9195,9196,30000,1,3,2,31,0,0,0,27838,1703,1200,2196,2500,0,0,1
9356,9357,130000,2,1,2,29,-2,-2,-2,-200,0,200,2115,0,0,0,1
12320,12321,210000,1,1,1,40,0,0,0,130868,11760,0,4546,9524,2,4756,0
18729,18730,210000,2,2,2,29,0,0,0,52143,2500,2600,3000,3000,2200,2300,0
28222,28223,180000,2,1,2,30,-1,-1,-1,1650,196,2500,0,0,3650,3859,0
22513,22514,300000,2,2,1,46,0,0,0,5287,3000,3000,2500,2367,5000,3000,0
20749,20750,20000,1,2,1,40,0,0,0,14353,3000,1800,2000,1000,1000,1000,0
27675,27676,20000,2,2,2,22,2,0,0,20549,1400,1300,1284,646,1000,836,0
27434,27435,90000,1,2,1,42,0,0,0,87104,5000,4500,0,0,0,0,1
12487,12488,90000,2,3,1,46,-2,-2,-2,1609,1372,3904,686,686,686,686,0
13815,13816,130000,1,1,2,43,0,0,0,130874,5500,6000,4000,4000,4000,3800,0
14163,14164,20000,1,3,2,23,-1,0,0,9525,8000,2000,900,0,1000,0,0
17326,17327,90000,2,2,3,36,0,0,0,91337,4000,3137,5094,1106,1001,1201,0
6144,6145,150000,2,2,2,23,0,0,0,15952,20039,1860,0,0,0,0,0
838,839,420000,1,2,1,34,0,0,0,88948,30000,10575,15000,10000,10000,20000,0
18998,18999,240000,2,2,2,30,-1,-1,-1,4684,18432,1416,16580,416,416,416,1
6524,6525,30000,1,2,1,33,0,0,0,23467,1409,1500,942,959,1500,946,0
15481,15482,150000,1,1,1,37,-2,-2,-2,22109,10943,10273,5978,3068,2181,3242,1
25850,25851,300000,2,3,1,32,-2,-2,-2,0,0,0,0,0,0,0,1
415,416,50000,2,3,1,35,-1,-1,-2,22500,5000,0,0,0,0,640,0
28875,28876,380000,2,1,2,30,0,0,2,27015,5700,2800,0,1205,1226,1332,0
6874,6875,10000,1,1,2,22,0,0,-1,2946,0,390,390,390,0,780,1
25588,25589,80000,2,2,1,37,0,0,0,69767,5000,3000,2000,4000,2000,2000,0
6486,6487,20000,2,3,1,45,2,0,0,14064,3000,1006,144,10000,308,2000,1
10906,10907,20000,2,3,1,45,0,0,0,16392,2000,2426,1000,407,21769,793,0
21582,21583,20000,2,3,2,22,3,2,4,1650,0,0,0,0,0,0,1
25967,25968,170000,2,2,2,37,1,-1,-1,0,213,2592,13204,0,986,0,0
28919,28920,180000,2,1,1,40,0,-1,0,34483,22864,1133,1000,1000,0,159000,0
16213,16214,210000,2,2,1,33,0,0,-2,29672,2100,0,0,0,87045,4000,0
7655,7656,200000,1,1,2,32,0,0,-2,42325,2000,0,0,0,0,0,0
14091,14092,50000,2,1,2,29,0,0,2,15416,2233,1639,0,672,2602,2000,0
1432,1433,230000,1,2,2,32,2,2,2,189567,9000,6300,6200,500,12500,0,1
18894,18895,270000,2,2,1,27,0,0,2,24769,4000,5000,0,10000,7000,2000,0
26573,26574,320000,2,1,1,58,-2,-2,-2,1100,0,0,0,0,0,434,0
26781,26782,70000,1,1,2,27,0,0,4,51923,5265,7064,0,2500,0,0,1
9934,9935,50000,2,2,1,25,-1,0,0,42726,3941,1432,1000,2000,2036,404,1
24093,24094,210000,1,2,2,28,2,0,-1,209479,10000,2572,213509,6022,5817,4048,1
6510,6511,80000,1,1,2,38,0,0,0,32562,1482,1011,8,111,3509,0,0
242,243,50000,2,2,2,27,0,0,0,26655,1800,1750,900,1200,1200,1100,0
25914,25915,150000,2,1,1,33,-2,-2,-2,-3,0,0,0,0,0,698,0
26866,26867,390000,1,1,2,37,-2,-2,-2,73,10952,0,0,0,0,0,1
4572,4573,10000,2,2,1,55,3,2,2,5358,1200,0,1000,0,1000,0,1
29428,29429,50000,1,2,2,26,0,0,0,45253,1724,1764,1777,1711,1772,2043,0
27244,27245,310000,1,2,1,32,0,0,0,11416,5000,3000,3000,5000,0,1000,0
4376,4377,50000,2,3,1,47,1,-2,-2,0,0,0,0,0,0,0,0
5446,5447,20000,2,3,1,36,1,2,0,17216,900,1200,1000,100,0,0,0
23754,23755,300000,2,4,1,54,1,-2,-2,0,0,1702,0,0,0,0,0
6674,6675,240000,1,1,2,34,-1,-1,-1,21027,27994,9212,6949,8134,10043,28012,0
9922,9923,60000,1,1,1,38,2,2,0,59310,2700,0,2100,1600,1600,1600,0
22599,22600,240000,2,4,1,43,-2,-2,-2,4522,1868,7208,6450,2498,3466,2156,0
20101,20102,230000,2,2,2,47,-2,-2,-1,0,0,0,1360,0,600,0,0
23491,23492,30000,2,3,1,33,0,0,0,29666,1763,1676,1456,1190,1056,1592,0
4271,4272,10000,1,2,2,21,0,0,0,6703,2000,1000,188,2538,0,0,0
5835,5836,270000,2,2,2,26,0,-1,0,33224,52425,27595,10343,18083,26279,17013,1
28235,28236,100000,2,1,1,37,1,-2,-2,0,0,0,0,0,0,150,1
13589,13590,80000,1,2,2,28,-1,-1,0,10394,77900,3694,1694,1454,1499,1711,0
19742,19743,20000,2,2,2,43,-1,2,0,6483,0,1283,1135,447,306,307,1
19920,19921,50000,2,0,1,40,0,0,0,44749,2229,2298,2100,2500,1921,8432,0
10901,10902,210000,2,1,1,32,-1,-1,-1,8600,0,4231,4221,4221,4483,4300,0
19171,19172,70000,2,3,2,38,0,0,0,70621,2506,3500,2104,2015,2001,2102,0
8703,8704,500000,1,1,2,36,0,0,0,151630,12074,10000,40561,12550,20803,65678,0
9129,9130,110000,2,2,2,23,0,0,0,34486,10000,2000,2500,2000,2000,2000,0
18422,18423,50000,2,2,2,23,2,0,0,33999,1867,1900,1610,1339,1387,1395,1
20428,20429,20000,1,2,2,24,0,0,0,5212,1500,1500,3000,0,0,0,1
23728,23729,220000,2,1,1,51,-2,-2,-2,3315,2625,4863,1917,809,709,1195,0
16726,16727,60000,1,3,1,31,1,2,0,36243,0,1027,0,0,0,0,0
23011,23012,60000,2,2,1,45,0,0,0,57966,1900,72334,4000,2000,14000,2000,0
25837,25838,60000,2,2,2,31,2,2,2,57880,0,4058,34,3000,40793,4952,1
8104,8105,260000,2,2,1,39,2,0,2,136007,5400,9500,0,12766,0,0,1
15680,15681,220000,1,1,2,32,-1,-1,-1,13596,34661,11000,31770,3322,32528,139961,0
16636,16637,20000,1,2,2,29,0,0,0,13229,1233,1576,1300,1000,1400,0,1
24665,24666,30000,1,1,1,45,1,2,2,25829,0,3600,3300,0,0,1100,0
13433,13434,10000,1,1,2,25,0,0,0,9501,1300,2000,3000,234,284,1149,0
7864,7865,120000,2,2,2,38,0,0,0,33814,1766,1908,566,591,1000,626,0
16214,16215,240000,2,2,1,32,0,0,0,153104,4500,5014,0,0,0,1418,0
1186,1187,20000,1,2,1,30,-1,-1,0,1261,2835,1000,0,1261,930,540,1
12245,12246,50000,2,2,1,34,0,0,0,46337,1792,1790,1800,2000,1835,3628,0
21250,21251,340000,1,2,1,49,0,-1,0,9983,43418,388126,12500,11000,11000,11180,0
7675,7676,130000,2,3,1,38,0,0,0,100443,3516,4112,2007,2516,1119,1016,1
12331,12332,310000,2,1,2,36,1,-1,-1,-8,1711,0,1632,0,0,173,0
18699,18700,210000,2,1,2,26,0,0,0,186544,8102,7798,12246,5268,5000,10000,0
25800,25801,160000,2,3,1,44,-2,-2,-2,390,0,780,0,0,0,3072,0
21036,21037,50000,1,3,2,40,0,0,0,55397,2000,2356,3494,2000,0,1725,0
25685,25686,150000,2,3,1,41,1,-1,0,-1203,51772,2300,2176,146000,9500,0,0
14095,14096,60000,2,1,2,25,0,0,0,16006,1400,1500,500,700,500,1000,0
22143,22144,140000,2,2,1,29,0,0,0,129289,3713,3546,2589,1960,1733,1379,0
24934,24935,80000,1,1,1,44,-1,-1,-1,1049,0,152,9587,6,706,697,0
27562,27563,20000,1,3,1,53,0,0,0,19084,1300,1400,1300,700,700,646,0
21409,21410,60000,2,1,2,26,-1,-1,-1,959,0,849,1120,327,531,188,0
17938,17939,330000,1,1,1,40,0,0,0,309055,12500,13306,6000,6000,7333,8000,0
11368,11369,180000,2,3,1,63,-1,-1,-2,1344,0,0,0,0,0,0,1
3468,3469,100000,2,3,1,53,1,-2,-2,0,0,0,0,0,0,0,0
21311,21312,230000,1,3,1,61,2,2,-2,2500,0,0,0,0,0,0,1
